"Id","SalePrice"
1569,130263.964017273
1570,133562.166625755
1571,109359.300043676
1572,140990.379152226
1573,239987.145156174
1574,115331.951782797
1575,226360.258295807
1576,263963.243134666
1577,181059.10331835
1578,144168.727603734
1579,153947.575410732
1580,194842.462247834
1581,157400.96165774
1582,128466.746099164
1583,305333.110003557
1584,219566.013245264
1585,137786.812514307
1586,84285.425048995
1587,103023.668145033
1588,151131.182430421
1589,99450.5658435397
1590,136813.527582854
1591,94003.6687498755
1592,117041.238522625
1593,128042.576573069
1594,146732.304028455
1595,110822.528033159
1596,233687.066814678
1597,196716.403146617
1598,216637.705021886
1599,163484.03699992
1600,152141.5444151
1601,70657.5963851985
1602,119435.246106993
1603,60050.4276216656
1604,266659.944308759
1605,226551.427223776
1606,169276.830653455
1607,175185.133331895
1608,206418.739002158
1609,178196.836715386
1610,151243.737370897
1611,128589.194591277
1612,172206.203597447
1613,162467.753141782
1614,111212.303033435
1615,88713.5614447888
1616,78280.2104328756
1617,92368.0515381488
1618,126957.239849576
1619,140830.782323562
1620,145384.037990351
1621,136225.048517391
1622,144618.860713772
1623,254592.517897561
1624,203523.652227192
1625,123639.968121863
1626,169747.127195793
1627,195272.236836501
1628,288310.86527515
1629,177969.095365843
1630,392897.643072462
1631,229520.372688451
1632,244494.919032541
1633,173498.065075403
1634,186452.78877271
1635,172310.789383109
1636,152323.318075434
1637,189973.797789173
1638,183915.502000183
1639,184502.694854669
1640,257798.034741301
1641,176769.903980308
1642,247780.082314319
1643,225213.029020682
1644,241671.238565364
1645,225593.51017802
1646,155555.476840047
1647,155509.287019821
1648,127967.646646113
1649,135176.410848051
1650,118741.600442734
1651,129880.364474566
1652,97397.1102452738
1653,100618.969847728
1654,149772.415731419
1655,136248.007734538
1656,140363.419918878
1657,150997.540992583
1658,149567.715535413
1659,127380.189318023
1660,152467.33230808
1661,468836.776988196
1662,415540.499483466
1663,379460.197843193
1664,717072.529282931
1665,303764.89876038
1666,322753.471074118
1667,393933.520746463
1668,342231.947029427
1669,301812.47765203
1670,346691.362724207
1671,267042.133949924
1672,462431.30216873
1673,287262.565721079
1674,248152.435894469
1675,200114.934440149
1676,190561.239896829
1677,213977.79510484
1678,504505.563120893
1679,405005.385310971
1680,326058.633832868
1681,241484.219036989
1682,320188.320502291
1683,191592.901225074
1684,173361.827143549
1685,172313.308819711
1686,170267.820717569
1687,165672.234001491
1688,189080.514586964
1689,191009.511970242
1690,192683.525044569
1691,181985.981272432
1692,259765.148051308
1693,167561.566683013
1694,181526.003596933
1695,165801.392857163
1696,280092.374949942
1697,170459.039349359
1698,362397.707695577
1699,312866.377017027
1700,244832.686466505
1701,258624.737862055
1702,246992.728995254
1703,238167.155925862
1704,277792.146199149
1705,235583.885291661
1706,198115.380030925
1707,214610.071449011
1708,203285.35399326
1709,262437.196055582
1710,222241.745290294
1711,272329.689937158
1712,263477.620080761
1713,283756.635337927
1714,229101.064705695
1715,206952.773968458
1716,183348.866991811
1717,174140.847926204
1718,138509.091589698
1719,206744.703649412
1720,245245.556474723
1721,147811.535418543
1722,117456.892932857
1723,144237.127812856
1724,206558.743924528
1725,237940.498786241
1726,187646.463845321
1727,151194.268894112
1728,156007.1516259
1729,174849.578889829
1730,166349.346917168
1731,120646.796494815
1732,129406.581790496
1733,116049.919128253
1734,112518.955796136
1735,120217.032289074
1736,115120.698830086
1737,324783.273618369
1738,251249.073615069
1739,248318.653268024
1740,214194.787879914
1741,190308.124537691
1742,173434.394432506
1743,180769.51254728
1744,331228.918913588
1745,225269.56937333
1746,186823.043965132
1747,227477.39491577
1748,225040.58524962
1749,146768.790990833
1750,124069.871032994
1751,248331.560870795
1752,117849.250406527
1753,146169.45127703
1754,193499.029665771
1755,163485.495217459
1756,126305.320372396
1757,121672.426633223
1758,146479.8524479
1759,159967.084937412
1760,165449.003813593
1761,142779.702289809
1762,182909.388245414
1763,180377.964797601
1764,110745.561123277
1765,138702.27206923
1766,192813.613204218
1767,234582.512815903
1768,139122.916879112
1769,164611.821748446
1770,150606.361833648
1771,127717.853353444
1772,128114.968279305
1773,120136.739792796
1774,134331.38302474
1775,141928.414761067
1776,127501.173849522
1777,109804.283848085
1778,138567.776137694
1779,115783.193696627
1780,156630.948414626
1781,125981.528365367
1782,93445.7863534622
1783,145088.322555178
1784,113357.413122544
1785,126543.653329088
1786,121402.836491044
1787,151256.594481462
1788,70359.066640615
1789,108643.708029755
1790,83013.564729226
1791,192236.420089756
1792,156341.175534239
1793,133496.851504281
1794,158578.94719209
1795,132257.098385725
1796,136578.408196373
1797,120975.978435547
1798,128573.928840075
1799,115323.199878625
1800,133984.469508925
1801,125185.177226328
1802,126868.698590663
1803,151667.261187041
1804,141474.258103053
1805,136618.098704879
1806,123551.983170621
1807,126141.020823517
1808,122354.502963207
1809,115930.628594261
1810,134179.128276342
1811,88114.1532718767
1812,105304.636475489
1813,126283.674723797
1814,98488.1202252943
1815,69686.7807798504
1816,103075.553423576
1817,108310.407106189
1818,139418.52572973
1819,129074.900053264
1820,52104.3226731897
1821,102808.594641062
1822,144076.178618248
1823,46677.6951704406
1824,133342.242704888
1825,135035.017512624
1826,110317.488733843
1827,103421.303482124
1828,129106.795962467
1829,124470.458819102
1830,128803.743897606
1831,143606.975805959
1832,61732.6742108927
1833,134112.931028211
1834,116074.019124214
1835,129617.41125463
1836,133067.042303796
1837,90639.1960388951
1838,109903.281298725
1839,111604.777549242
1840,133949.823771202
1841,122114.852735568
1842,95273.101657474
1843,131006.585396248
1844,151124.375285287
1845,133609.881209913
1846,152433.327760683
1847,165798.534232564
1848,64778.1466714795
1849,101659.251712398
1850,113643.084277613
1851,140329.344422491
1852,121434.948405295
1853,124759.645808363
1854,157737.510112214
1855,151425.168807725
1856,220992.908203515
1857,117740.057482663
1858,147629.879854413
1859,119563.816374528
1860,146659.764424732
1861,118922.514856739
1862,311953.783811744
1863,296700.00342062
1864,296731.454365034
1865,337331.8583545
1866,325547.820592796
1867,221269.736397168
1868,288514.162396147
1869,202654.136298221
1870,219475.797584742
1871,250334.763175962
1872,170149.979400155
1873,243716.228201525
1874,153856.371799049
1875,194173.540637381
1876,198505.524847442
1877,210109.633532304
1878,199147.83715654
1879,139873.397875786
1880,138374.652573275
1881,253490.43583854
1882,240920.133761239
1883,184005.466701813
1884,201102.688471495
1885,213505.505344282
1886,278359.777772436
1887,209998.426763758
1888,271600.872906211
1889,168458.83012233
1890,120025.425997938
1891,140646.060932329
1892,99602.2523096003
1893,128982.627193034
1894,125812.675168438
1895,128953.663857044
1896,124525.602316024
1897,124771.817242404
1898,113642.138610302
1899,162970.016012834
1900,154042.591052483
1901,171532.742454886
1902,158704.133436407
1903,225931.858533692
1904,147267.501575913
1905,200096.196529695
1906,110573.63275787
1907,204186.090644039
1908,115073.79010375
1909,138543.488787178
1910,122630.846238625
1911,227051.987702363
1912,378916.274433614
1913,129052.075814812
1914,59429.5767146065
1915,310566.093639305
1916,67519.6719205378
1917,237738.203576676
1918,136929.505072914
1919,174788.079426333
1920,148593.692664865
1921,393912.960046018
1922,313851.782008442
1923,240520.330263091
1924,221757.688305355
1925,193736.372730356
1926,375001.598002572
1927,131127.411657589
1928,153805.790954525
1929,133007.456747093
1930,131262.265107119
1931,143803.168594872
1932,137033.491002101
1933,187029.801536524
1934,183477.832352737
1935,174256.790310047
1936,196302.150082285
1937,178259.30999851
1938,164752.839508828
1939,259243.215314536
1940,189752.502963365
1941,170540.997637443
1942,165914.468150778
1943,212590.459589383
1944,380996.32713612
1945,398014.53606189
1946,141086.110411073
1947,135925.668494765
1948,158085.648149983
1949,233262.88162249
1950,181309.234777655
1951,255847.551249619
1952,215338.738669283
1953,158762.901983525
1954,180077.037082992
1955,136399.540023558
1956,340048.005040378
1957,148611.746888891
1958,262626.537535377
1959,139481.785047022
1960,111469.102263058
1961,125349.401610691
1962,97956.3229501952
1963,105307.889440448
1964,102506.598858988
1965,150659.813744005
1966,134212.76286579
1967,294510.27921782
1968,463563.832570417
1969,375148.610438131
1970,444592.060542777
1971,523472.356183524
1972,393964.488470497
1973,272552.609975818
1974,341533.412634355
1975,566492.766870943
1976,274377.055406895
1977,367667.917048254
1978,372323.739005596
1979,317639.945388819
1980,202736.101947106
1981,346308.836587756
1982,219822.244974393
1983,208548.744762231
1984,174708.778718636
1985,224272.952292189
1986,207112.112466106
1987,182935.712518182
1988,172634.055377514
1989,189151.437928589
1990,208364.620609102
1991,229744.989681259
1992,217426.60602099
1993,165829.0989814
1994,232508.889978791
1995,182714.618184408
1996,246257.742799618
1997,307924.663047264
1998,309166.557432052
1999,283705.354356045
2000,317511.221192355
2001,249414.174713332
2002,241212.177980417
2003,251117.082267268
2004,276402.385864356
2005,226041.837623371
2006,222306.14138927
2007,248018.872745826
2008,212649.272444421
2009,193741.197766955
2010,188914.662877424
2011,131581.234053181
2012,172609.104980742
2013,177186.839033584
2014,181889.555600221
2015,203700.686807694
2016,188348.215294866
2017,190312.906893921
2018,110145.034625111
2019,134654.002968405
2020,102407.272233394
2021,105591.46087686
2022,188955.160984334
2023,149187.008186595
2024,269532.883317301
2025,356709.811009975
2026,180995.729533817
2027,163882.691388507
2028,158210.825221716
2029,170338.871761164
2030,265530.837097288
2031,233394.126472465
2032,252442.126558364
2033,254253.32121242
2034,169254.304950881
2035,225826.145986339
2036,198157.654085821
2037,202035.354925137
2038,329614.285180356
2039,223123.545051601
2040,325590.92299589
2041,300800.163871195
2042,208807.975947572
2043,184601.386870777
2044,170515.369577298
2045,204950.344666213
2046,139319.510138889
2047,142984.020181497
2048,138760.530571536
2049,147157.985754757
2050,170850.261475972
2051,107311.898247938
2052,121421.670712934
2053,144014.746678357
2054,104026.917908334
2055,157454.041398848
2056,142983.6267469
2057,106168.93608802
2058,210040.242653177
2059,131223.463950555
2060,171190.845596798
2061,167169.913202787
2062,126945.860239521
2063,110709.929100175
2064,140488.4434332
2065,102814.821909201
2066,161059.751265571
2067,97228.23361618
2068,145714.933006421
2069,96229.2057967788
2070,120140.263187987
2071,103296.36237958
2072,145779.88358144
2073,132364.984108548
2074,178339.822384755
2075,148009.289138038
2076,122036.547334472
2077,149256.54759651
2078,130504.036641054
2079,125953.830830675
2080,119866.598861053
2081,132936.181182839
2082,126280.91944064
2083,153101.183937594
2084,111900.769040135
2085,115092.931130295
2086,110249.024689405
2087,120198.181012132
2088,98625.1125433084
2089,89482.1310076661
2090,120558.151142338
2091,99540.8409988812
2092,117074.328404783
2093,111004.82178915
2094,112452.361634868
2095,141796.728246831
2096,96722.8150555307
2097,105136.821436348
2098,152294.930076075
2099,67303.8201476496
2100,66395.561299852
2101,123645.719074142
2102,120198.522533229
2103,103663.412624125
2104,132263.23237071
2105,128278.285439146
2106,70736.9086660451
2107,173910.799436353
2108,113121.886277029
2109,113015.962107106
2110,126754.181967011
2111,135019.574693703
2112,136651.179744705
2113,125238.758034158
2114,124328.275740304
2115,156944.423808747
2116,117624.53556821
2117,148899.859428498
2118,115703.438330004
2119,111902.762439695
2120,110459.236952327
2121,84779.2544559045
2122,112515.921731111
2123,95391.533005462
2124,160368.708371318
2125,118359.704199235
2126,148321.51064846
2127,160409.892043082
2128,120998.276947991
2129,90393.9927622113
2130,128699.453392883
2131,127897.452967353
2132,107621.861555084
2133,122582.490415552
2134,115885.634931926
2135,97011.1398369833
2136,74281.8321335839
2137,108554.065313867
2138,128211.41044745
2139,150795.596197584
2140,141137.530057741
2141,163566.929246465
2142,130613.170219305
2143,148783.773157126
2144,123193.597197452
2145,141239.510965757
2146,160304.924640421
2147,141415.401924885
2148,140378.327747934
2149,156232.083073411
2150,233528.904402265
2151,124415.461995441
2152,167493.767446762
2153,165652.389349504
2154,105575.938566534
2155,139398.419380352
2156,269174.4362303
2157,223335.392284845
2158,235431.853406159
2159,206716.842789532
2160,180293.866540926
2161,234695.808499739
2162,436833.981793662
2163,344060.863554972
2164,246946.852998838
2165,197284.281007459
2166,158140.046263394
2167,219458.814588589
2168,197478.803453427
2169,194283.794644536
2170,210399.289397299
2171,150316.551811048
2172,135053.399671282
2173,166283.63757252
2174,224358.494461303
2175,288916.516328959
2176,310146.524213721
2177,241466.022999068
2178,203213.863008491
2179,137570.428909044
2180,209193.290925971
2181,189482.794416966
2182,227431.375284185
2183,189772.211329722
2184,116107.303336872
2185,122554.905748611
2186,149165.328203927
2187,159072.744087048
2188,158692.718288482
2189,311189.057019614
2190,81413.2840806784
2191,80753.2419295079
2192,91797.1280823715
2193,108312.799149457
2194,115094.368537719
2195,108621.516790691
2196,102847.66236808
2197,118433.388300739
2198,154899.422648796
2199,177187.406281481
2200,141388.767290461
2201,150839.414472516
2202,208235.994648061
2203,145751.728737193
2204,183550.651044653
2205,127397.832367045
2206,148693.334201577
2207,228072.470010247
2208,267478.223893917
2209,244142.308840378
2210,126242.336183783
2211,118818.937210388
2212,131229.987149347
2213,107997.54462157
2214,118596.583966991
2215,105055.956414216
2216,151275.240585508
2217,78155.555441742
2218,62119.6801458491
2219,58711.3383262044
2220,51478.3757553122
2221,312079.749995664
2222,291520.22884971
2223,263961.679518046
2224,201568.123003914
2225,117901.630162014
2226,178444.883803909
2227,195386.577209524
2228,264248.539159082
2229,243168.225379893
2230,149553.354972213
2231,207509.971106763
2232,173035.21484317
2233,183215.690017423
2234,233104.886088321
2235,219081.145671184
2236,251193.641251503
2237,308534.68993685
2238,190504.329130322
2239,112040.39844564
2240,148107.01604395
2241,152622.058946847
2242,115219.138373797
2243,120635.013351768
2244,99904.1727025916
2245,96477.6576638886
2246,136209.338126698
2247,110493.083206117
2248,127376.163705196
2249,124334.114650118
2250,132584.564077867
2251,102678.839859979
2252,186045.109050731
2253,157115.758519566
2254,174415.004905894
2255,185613.004306182
2256,168949.990276985
2257,211288.367542797
2258,160501.877380042
2259,176125.719803925
2260,134902.044131653
2261,199405.531640651
2262,220773.189097749
2263,386267.074202844
2264,585510.247141424
2265,161494.608614881
2266,306284.702274628
2267,394753.093658009
2268,584166.831180815
2269,140614.742111172
2270,188239.851297062
2271,213799.847185288
2272,173001.132885902
2273,159034.056916282
2274,174920.983548474
2275,161647.755962252
2276,201373.397165441
2277,183009.286914358
2278,153375.586511385
2279,132508.183049205
2280,116102.277913359
2281,160257.502184905
2282,171880.678097765
2283,107730.476856253
2284,111168.635591538
2285,139247.149466452
2286,124236.726979442
2287,363292.616716528
2288,282824.582241517
2289,375906.30970278
2290,494542.463439928
2291,346173.320896808
2292,439623.061624197
2293,526784.926190056
2294,427875.005760451
2295,503115.85593835
2296,283376.060698823
2297,348836.018004534
2298,341846.808631801
2299,387570.09266739
2300,334365.871811393
2301,308830.875812964
2302,260499.411209495
2303,244090.632402174
2304,259334.92261093
2305,194529.289586751
2306,188594.638397166
2307,198674.754469319
2308,217097.108346277
2309,277660.061045145
2310,215371.961377428
2311,210953.498998771
2312,173981.901956594
2313,167056.604302726
2314,176555.851952868
2315,180679.291074894
2316,188553.44076175
2317,191398.933531356
2318,178822.553021549
2319,182893.586288253
2320,188774.792846525
2321,236863.794775394
2322,183465.407341765
2323,185314.080924057
2324,171747.945895608
2325,208882.833205651
2326,172561.630006593
2327,203059.799246663
2328,222346.876403843
2329,191536.158869549
2330,184012.39705308
2331,354452.164479365
2332,411250.278985425
2333,324937.004862031
2334,251302.404614991
2335,272007.457263821
2336,324428.599183065
2337,191938.160245748
2338,257633.446244756
2339,214382.880762988
2340,396459.962998009
2341,195364.364674247
2342,230033.696267956
2343,228776.16668215
2344,208817.42120094
2345,233158.243179589
2346,216975.748771765
2347,199953.99467385
2348,245125.033103339
2349,186404.706306254
2350,307830.550130777
2351,253953.469260758
2352,248290.763246492
2353,257170.510326561
2354,143037.584469801
2355,144917.610251946
2356,143310.520402455
2357,190740.464072963
2358,192614.543546102
2359,136060.73186759
2360,117018.860916853
2361,146125.385989289
2362,266117.310513474
2363,132599.7542599
2364,153923.170699028
2365,216348.037031537
2366,190196.131715291
2367,217687.159487684
2368,218885.017505805
2369,210071.785255383
2370,172593.248423263
2371,168167.136525029
2372,188181.476600328
2373,288868.046815545
2374,341971.030220678
2375,241028.123409245
2376,312524.554989005
2377,399162.13425651
2378,135017.688571409
2379,204237.954800552
2380,143714.7856917
2381,160909.209940881
2382,202627.871755111
2383,193506.779062147
2384,231073.516506401
2385,157130.552494076
2386,127664.540332824
2387,136950.326987948
2388,107068.022465731
2389,118622.846638001
2390,138654.040329216
2391,152726.69894449
2392,118452.115901189
2393,158931.952965996
2394,144491.266696586
2395,216136.777371159
2396,145291.468380678
2397,228125.212506141
2398,129488.627449629
2399,80820.5150700312
2400,81559.5923915141
2401,135832.677478842
2402,129183.04927278
2403,151179.44264067
2404,148098.887686122
2405,157865.386921016
2406,139448.776860815
2407,118561.093272195
2408,153062.610060268
2409,117847.120578335
2410,177493.034902629
2411,109619.220742505
2412,153857.57606877
2413,126515.756296213
2414,155723.831322506
2415,132155.7375634
2416,125045.984409829
2417,132364.122777333
2418,135783.778532718
2419,125591.778679053
2420,126525.173036727
2421,150745.596052462
2422,101260.141283509
2423,110743.85881459
2424,147037.421227161
2425,199293.47147359
2426,123165.398249914
2427,124309.646689011
2428,174858.990663817
2429,110982.397351463
2430,130793.494954252
2431,106230.741279172
2432,150569.291550833
2433,151950.963502514
2434,134121.006603678
2435,160112.846029225
2436,115453.306285213
2437,109751.317608128
2438,121649.361938627
2439,101537.336570772
2440,128050.176966866
2441,85922.4634923726
2442,101820.623901011
2443,124521.495831353
2444,132635.703606283
2445,92972.4985410562
2446,118560.774524836
2447,174061.181798069
2448,122792.255630076
2449,107596.132673451
2450,148799.527237133
2451,130637.240132709
2452,183247.568525466
2453,96953.8275844336
2454,109554.691934332
2455,110772.639167033
2456,145546.133745765
2457,127712.190877328
2458,127052.691791588
2459,101768.523088559
2460,135701.514837699
2461,126505.0958158
2462,129804.678815534
2463,120790.08294505
2464,163623.166886422
2465,134400.532607083
2466,115239.971005183
2467,130502.573619538
2468,83082.6981495204
2469,86584.6365492846
2470,191081.277593602
2471,218466.629587441
2472,163746.559828987
2473,123735.609026755
2474,72662.3161890139
2475,204966.591861871
2476,128159.641616834
2477,121754.930802892
2478,153895.581385591
2479,105667.175321009
2480,158685.190203679
2481,121247.186290987
2482,119789.846730559
2483,115502.734821754
2484,126489.616393002
2485,123399.259643864
2486,148202.208353939
2487,151747.502988148
2488,159917.820617533
2489,150994.383172282
2490,143021.181164351
2491,101825.978891398
2492,197426.841663666
2493,143199.439757974
2494,131995.660230009
2495,83750.0144352622
2496,246176.784200911
2497,147392.251493408
2498,120574.343001573
2499,97115.9903546295
2500,125739.758189708
2501,131705.111434659
2502,147896.723257923
2503,105165.826337104
2504,184313.492996487
2505,212759.702523374
2506,247422.8048436
2507,286998.3193179
2508,248677.780500102
2509,218225.980785265
2510,217433.722522775
2511,171669.648659528
2512,203618.314877706
2513,214149.54828362
2514,297957.130516489
2515,156575.04083885
2516,173967.873730363
2517,150462.012202302
2518,145751.915046526
2519,232207.129400522
2520,213164.236476348
2521,183156.354272857
2522,217935.697938507
2523,116651.415623249
2524,144882.490309429
2525,155039.269611026
2526,148515.086566728
2527,122938.243398568
2528,131156.386307657
2529,102386.543492233
2530,134777.622864029
2531,253010.658761122
2532,220576.889858482
2533,191677.981101052
2534,222669.075405904
2535,295012.280904584
2536,232985.996770467
2537,233082.772347979
2538,183359.810586924
2539,180648.731320807
2540,179330.009267419
2541,180538.229465423
2542,160155.705437249
2543,117033.82435007
2544,125050.39806732
2545,135797.723487274
2546,127745.608323871
2547,139562.27108968
2548,161115.640132863
2549,156346.736380935
2550,1539506.06697937
2551,140916.38376226
2552,122637.820120673
2553,72496.7219560689
2554,95123.0370512516
2555,114496.250212469
2556,101930.399568103
2557,104141.331506677
2558,154096.146771731
2559,144726.083752071
2560,157110.807347525
2561,154798.341799515
2562,147441.735335248
2563,156448.871697939
2564,204478.222038376
2565,140383.171104425
2566,156051.463522952
2567,146912.408238509
2568,218125.551523522
2569,221219.253514043
2570,121902.330104218
2571,200241.733217599
2572,140151.763665755
2573,224207.828313854
2574,294350.639095363
2575,139665.850747323
2576,113916.106023168
2577,136896.353844828
2578,82112.2160142969
2579,55951.2761193911
2580,78620.9373002079
2581,90497.0646112455
2582,97373.7159846482
2583,292286.70709544
2584,165608.010580783
2585,184560.768709302
2586,211306.211388048
2587,194179.115543578
2588,141717.218438841
2589,149860.272851866
2590,204715.891680701
2591,214883.820419824
2592,209941.218371614
2593,247260.139374799
2594,182481.499390029
2595,195225.537664437
2596,278580.940842453
2597,186237.187396084
2598,278249.107158074
2599,442263.078202186
2600,161998.610883727
2601,124446.772919416
2602,82156.6671094082
2603,88444.0937567367
2604,88752.0467621963
2605,78833.0929392683
2606,142589.868503869
2607,203035.147204379
2608,182552.424590994
2609,163467.113431189
2610,115949.618849419
2611,185498.14305248
2612,151860.674330472
2613,127626.78210295
2614,125650.915534843
2615,145332.902210957
2616,145536.560146488
2617,188263.648471026
2618,156668.504736455
2619,199076.042953735
2620,183706.441411896
2621,169393.738258976
2622,177213.339147247
2623,238893.190806524
2624,307686.864779474
2625,322345.231882061
2626,176616.695596748
2627,171845.270688355
2628,507348.011122044
2629,566789.659270373
2630,405235.387418705
2631,525876.714564654
2632,430455.255264331
2633,313092.119559392
2634,431705.23703645
2635,150163.241850755
2636,173658.126506528
2637,182714.292708914
2638,259724.529190168
2639,183061.43029947
2640,147252.38949331
2641,109740.944806682
2642,175464.935187552
2643,108509.380602887
2644,121759.584236783
2645,108186.206581048
2646,96883.6943807417
2647,104767.318432807
2648,146256.073643985
2649,154117.979792982
2650,130561.21275514
2651,139569.939064488
2652,451975.270107825
2653,252078.795767762
2654,271077.354664991
2655,420647.222658801
2656,325938.652355002
2657,362435.06983816
2658,313841.299853275
2659,321350.316743971
2660,386569.46012386
2661,352818.262154469
2662,365776.981349196
2663,296876.913179463
2664,267728.135818669
2665,325568.494314104
2666,275076.106342538
2667,171503.731979821
2668,177706.728578022
2669,179860.326530872
2670,277720.661867398
2671,184857.404021451
2672,192110.722413919
2673,196692.308818036
2674,191748.603649902
2675,176632.114962774
2676,188010.245460986
2677,203915.464640647
2678,236647.901962681
2679,265453.604667129
2680,281583.668867508
2681,415165.524186891
2682,317668.297821722
2683,577083.369924434
2684,314975.778458653
2685,314029.43247949
2686,245078.685023504
2687,299325.561036182
2688,213220.008626129
2689,208737.45297663
2690,456995.088787148
2691,192788.211844216
2692,143345.906604438
2693,201987.802796485
2694,129374.326485119
2695,189595.779225336
2696,181522.668721014
2697,185946.719422043
2698,181998.128934451
2699,169415.361056302
2700,152150.29611062
2701,138686.854917729
2702,102302.661583112
2703,126270.572810995
2704,140827.897741463
2705,115167.446816124
2706,104784.586649193
2707,107809.918914065
2708,128879.745428926
2709,112686.453609513
2710,129008.232833078
2711,316289.910421782
2712,394496.910380675
2713,173142.913259727
2714,151382.734761928
2715,172142.549371272
2716,150348.961862144
2717,185194.767113397
2718,219693.159286731
2719,155161.506192342
2720,164832.653781864
2721,134381.959438867
2722,163370.273201249
2723,141723.35406944
2724,128089.986765987
2725,126602.401221623
2726,152082.346687335
2727,176960.704733223
2728,170618.515530922
2729,145270.166768222
2730,139845.179240676
2731,125510.802842348
2732,129146.539852099
2733,155967.42927549
2734,142336.072574096
2735,127814.272034962
2736,133407.124681603
2737,119763.182076009
2738,136426.542738708
2739,157278.079064238
2740,141080.184321947
2741,148567.472943911
2742,146452.33340784
2743,152845.68988693
2744,151171.284846706
2745,141049.974951683
2746,132323.381914452
2747,136036.76478633
2748,126517.502192334
2749,123984.776226954
2750,120555.407405084
2751,128433.704924633
2752,173897.614880337
2753,140868.796284849
2754,228404.482405889
2755,136839.957406044
2756,96288.7244355743
2757,76832.9399397308
2758,99849.062538204
2759,150904.111387643
2760,122331.725235543
2761,139371.138170654
2762,132305.917054113
2763,182841.55344137
2764,137184.515831284
2765,288705.073638205
2766,106468.274704065
2767,89586.9140508999
2768,130728.066521442
2769,140240.805504622
2770,131754.174480286
2771,104109.515159564
2772,107424.808951419
2773,158432.988256065
2774,138965.405838901
2775,117173.903883626
2776,136553.981228946
2777,129140.948455302
2778,113731.177515684
2779,120717.662271386
2780,100171.355775949
2781,99668.1086918754
2782,99153.2587503569
2783,100425.621223897
2784,123435.811692582
2785,133782.130171378
2786,70024.3531538099
2787,126515.365082005
2788,73284.3219628333
2789,166519.834037318
2790,91582.5292213309
2791,110165.106114101
2792,53875.5430850049
2793,122704.757729166
2794,92275.8438793463
2795,123120.472627214
2796,94618.6660926219
2797,233107.500575719
2798,102239.336684288
2799,108284.126982975
2800,74710.6387621696
2801,107496.08819862
2802,126535.861568791
2803,183216.644480938
2804,127553.06886273
2805,103266.035896573
2806,93158.9490323055
2807,255650.862101184
2808,147148.825168404
2809,135017.000705784
2810,125285.715648062
2811,155542.177471815
2812,175663.068514256
2813,166931.688730527
2814,170244.373036974
2815,89882.4094994998
2816,229663.483915329
2817,152055.898593049
2818,131258.485299037
2819,171276.603255834
2820,135505.429969829
2821,103310.320270696
2822,180463.141185301
2823,374051.132074744
2824,175804.502249758
2825,146468.203092008
2826,134013.904423779
2827,138688.547634773
2828,218317.263193725
2829,205100.157073932
2830,227978.459810977
2831,172654.208001013
2832,256827.120589479
2833,291160.153552428
2834,221827.495483728
2835,222556.2709531
2836,185852.320038968
2837,160228.634739643
2838,152256.771840608
2839,173213.87038727
2840,202587.59194079
2841,198461.313702488
2842,223916.749145738
2843,154438.255286068
2844,176780.202665842
2845,127030.029783621
2846,204418.404021518
2847,207461.83858677
2848,205993.559898921
2849,196227.995574643
